contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	contamination	kmer_freq	lifestyle
V-CC1_NODE_550_length_33755_cov_14.646089	33755	No	NA	53	20	0	High-quality	High-quality	92.09	0	1	temperate
V-PC2_NODE_2929_length_11373_cov_7.967688	11373	No	NA	17	7	0	Low-quality	Genome-fragment	13.28	0	1	virulent
V-PA1_NODE_1386_length_16960_cov_8.782918	16960	No	NA	22	3	0	Low-quality	Genome-fragment	14.73	0	1	temperate
V-PC1_NODE_2437_length_21629_cov_8.118411	21629	No	NA	34	11	0	Low-quality	Genome-fragment	19.25	0	1	virulent
V-CC1_NODE_789_length_26779_cov_9.316718	26779	No	NA	35	4	1	Low-quality	Genome-fragment	37.21	0	1	temperate
V-CC2_NODE_111_length_61128_cov_20.050204	61128	No	NA	96	7	2	Medium-quality	Genome-fragment	69.09	0	1	virulent
V-PC4_NODE_3892_length_11406_cov_10.893194	11406	No	NA	17	3	0	Low-quality	Genome-fragment	30.05	0	1	virulent
V-PC2_NODE_1827_length_15824_cov_15.269639	15824	No	NA	22	9	0	Medium-quality	Genome-fragment	57.68	0	1	virulent
V-PC1_NODE_5094_length_12421_cov_6.087006	12421	No	NA	22	1	0	Low-quality	Genome-fragment	5.63	0	1	virulent
V-CA2_NODE_560_length_38100_cov_6.664361	38100	No	NA	62	7	1	High-quality	High-quality	100	0	1	virulent
V-PC4_NODE_1382_length_31045_cov_5.930638	31045	No	NA	40	10	1	Low-quality	Genome-fragment	42.94	0	1	virulent
V-PB4_NODE_137_length_60158_cov_5.707911	60158	No	NA	83	15	3	Medium-quality	Genome-fragment	68.42	0	1	virulent
V-PA3_NODE_1418_length_18722_cov_14.921695	18722	No	NA	22	2	0	Low-quality	Genome-fragment	33.16	0	1	-
V-CB2_NODE_616_length_33694_cov_9.273820	33694	No	NA	70	10	0	Low-quality	Genome-fragment	25.78	0	1	temperate
V-PA4_NODE_1227_length_15359_cov_11.284387	15359	No	NA	21	7	0	Low-quality	Genome-fragment	33.67	0	1	temperate
V-PC4_NODE_3929_length_11317_cov_5.809875	11317	No	NA	14	2	0	Low-quality	Genome-fragment	26.04	0	1	-
V-CA1_NODE_3160_length_10414_cov_15.762504	10414	No	NA	14	5	0	Low-quality	Genome-fragment	12.06	0	1	virulent
V-PC1_NODE_5360_length_11923_cov_7.444960	11923	No	NA	17	4	0	Low-quality	Genome-fragment	12.72	0	1	virulent
V-CA1_NODE_587_length_35292_cov_47.302314	35292	No	NA	49	9	1	Low-quality	Genome-fragment	49.39	0	1	temperate
V-CB1_NODE_1544_length_15472_cov_15.613901	15472	No	NA	39	5	0	Low-quality	Genome-fragment	13.52	0	1	virulent
V-CB2_NODE_999_length_21360_cov_4.555843	21360	No	NA	48	2	1	Low-quality	Genome-fragment	12.11	0	1	temperate
V-CC4_NODE_2120_length_12491_cov_4.922829	12491	No	NA	18	3	1	Low-quality	Genome-fragment	16.16	0	1	-
V-CC2_NODE_513_length_39193_cov_21.155282	39193	No	NA	61	21	0	Medium-quality	Genome-fragment	84.23	0	1	temperate
V-PC3_NODE_1542_length_23054_cov_23.220830	23054	No	NA	28	14	0	Medium-quality	Genome-fragment	60.82	0	1	virulent
V-CC1_NODE_2911_length_11177_cov_7.997207	11177	No	NA	11	1	0	Low-quality	Genome-fragment	15.87	0	1	-
V-CB4_NODE_1688_length_22868_cov_55.489623	22868	No	NA	29	8	0	Low-quality	Genome-fragment	49.57	0	1	virulent
V-CB4_NODE_3045_length_13139_cov_4.014393	13139	No	NA	4	3	0	Low-quality	Genome-fragment	3.78	0	1	virulent
V-CA4_NODE_2695_length_12865_cov_4.879262	12865	No	NA	20	3	0	Low-quality	Genome-fragment	6.07	0	1	virulent
V-PA4_NODE_442_length_39895_cov_14.224597	39895	No	NA	49	13	0	High-quality	High-quality	91.28	0	1	temperate
V-CA4_NODE_2733_length_12774_cov_5.947704	12774	No	NA	33	1	1	Low-quality	Genome-fragment	5.9	0	1	temperate
V-PC1_NODE_5080_length_12447_cov_6.156265	12447	No	NA	19	4	1	Low-quality	Genome-fragment	14.63	0	1	virulent
V-CC2_NODE_2894_length_11288_cov_5.852110	11288	No	NA	17	1	0	Low-quality	Genome-fragment	7.59	0	1	temperate
V-CA4_NODE_2711_length_12829_cov_2.859081	12829	No	NA	29	4	0	Low-quality	Genome-fragment	18.23	0	1	virulent
V-PC1_NODE_3900_length_15143_cov_7.474844	15143	No	NA	22	2	0	Low-quality	Genome-fragment	35.22	0	1	temperate
V-CC1_NODE_372_length_40751_cov_6.029380	40751	No	NA	69	16	1	Medium-quality	Genome-fragment	51.94	0	1	temperate
V-PB3_NODE_945_length_28093_cov_4.909694	28093	No	NA	48	3	1	Low-quality	Genome-fragment	40.34	0	1	virulent
V-PC1_NODE_6467_length_10300_cov_9.826078	10300	No	NA	18	2	0	Low-quality	Genome-fragment	12.05	0	1	virulent
V-CC4_NODE_255_length_45793_cov_9.493088	45793	No	NA	65	4	1	High-quality	High-quality	99.22	0	1	virulent
V-CC4_NODE_2620_length_10556_cov_5.171295	10556	No	NA	21	2	0	Low-quality	Genome-fragment	15.24	0	1	-
V-CA2_NODE_1531_length_16111_cov_19.356181	16111	No	NA	18	3	0	Low-quality	Genome-fragment	38.67	0	1	-
V-PC1_NODE_1659_length_29128_cov_10.621872	29128	No	NA	62	8	0	Medium-quality	Genome-fragment	69.38	0	1	virulent
V-CB4_NODE_3309_length_12174_cov_97.842192	12174	No	NA	26	1	0	Low-quality	Genome-fragment	19.5	0	1	virulent
V-CC3_NODE_1717_length_15688_cov_21.615079	15688	No	NA	26	1	0	Low-quality	Genome-fragment	13.93	0	1	temperate
V-CC2_NODE_881_length_27988_cov_11.516714	27988	No	NA	53	1	1	Complete	High-quality	100	0	1	-
V-PC4_NODE_1104_length_36972_cov_8.778588	36972	No	NA	58	2	0	Low-quality	Genome-fragment	44.99	0	1	virulent
V-PA2_NODE_368_length_45497_cov_11.035425	45497	No	NA	70	7	1	Medium-quality	Genome-fragment	50.68	0	1	virulent
V-PC1_NODE_4509_length_13597_cov_5.152071	13597	No	NA	20	2	0	Low-quality	Genome-fragment	23.77	0	1	virulent
V-CC2_NODE_1399_length_18807_cov_6.043673	18807	No	NA	36	3	0	Low-quality	Genome-fragment	32.66	0	1	virulent
V-CB1_NODE_63_length_62401_cov_20.337863	62401	No	NA	99	6	5	Low-quality	Genome-fragment	39.93	0	1	virulent
V-PC3_NODE_2819_length_13392_cov_7.115809	13392	No	NA	21	7	0	Low-quality	Genome-fragment	22.39	0	1	virulent
V-PA3_NODE_2314_length_12060_cov_11.581574	12060	No	NA	16	2	0	Low-quality	Genome-fragment	17.55	0	1	-
V-CA2_NODE_2461_length_11575_cov_195.923813	11575	No	NA	17	3	0	Low-quality	Genome-fragment	18.35	0	1	temperate
V-PC4_NODE_1456_length_29417_cov_11.860464	29417	No	NA	34	17	0	Low-quality	Genome-fragment	37.98	0	1	temperate
V-PA4_NODE_1145_length_16395_cov_91.114904	16395	No	NA	20	2	0	Low-quality	Genome-fragment	32.25	0	1	temperate
V-PC1_NODE_1180_length_36940_cov_8.664189	36940	No	NA	50	8	0	Low-quality	Genome-fragment	41.39	0	1	temperate
V-PB3_NODE_314_length_49985_cov_4.924501	49985	No	NA	70	8	0	Medium-quality	Genome-fragment	69.09	0	1	virulent
V-PA1_NODE_1380_length_16999_cov_4.844049	16999	No	NA	25	8	1	Low-quality	Genome-fragment	28.42	0	1	virulent
V-CC2_NODE_1091_length_22937_cov_7.171785	22937	No	NA	58	5	0	Medium-quality	Genome-fragment	55.05	0	1	-
V-PC1_NODE_2218_length_23260_cov_9.358927	23260	No	NA	23	9	0	Medium-quality	Genome-fragment	61.17	0	1	virulent
V-CB4_NODE_1975_length_19703_cov_4.855905	19703	No	NA	22	1	0	Low-quality	Genome-fragment	5.69	0	1	virulent
V-CA2_NODE_1978_length_13623_cov_6.141149	13623	No	NA	18	4	0	Low-quality	Genome-fragment	18.82	0	1	-
V-CC3_NODE_1493_length_17389_cov_5.215515	17389	No	NA	20	1	0	Low-quality	Genome-fragment	42.03	0	1	virulent
V-PC1_NODE_2744_length_19701_cov_6.114859	19701	No	NA	28	3	0	Low-quality	Genome-fragment	26.58	0	1	temperate
V-CA3_NODE_1128_length_21730_cov_19.747471	21730	No	NA	28	6	0	Low-quality	Genome-fragment	30.01	0	1	temperate
V-CA3_NODE_667_length_34418_cov_17.698320	34418	No	NA	46	4	0	Low-quality	Genome-fragment	41.16	0	1	virulent
V-CC2_NODE_563_length_38176_cov_6.731174	38176	No	NA	59	6	1	Medium-quality	Genome-fragment	88.75	0	1	temperate
V-CB2_NODE_298_length_45170_cov_8.045417	45170	No	NA	73	11	0	High-quality	High-quality	100	0	1	virulent
V-PB1_NODE_840_length_24825_cov_9.871626	24825	No	NA	31	4	0	Low-quality	Genome-fragment	35.9	0	1	-
V-CB2_NODE_1483_length_14895_cov_30.111621	14895	No	NA	31	4	0	Low-quality	Genome-fragment	23.32	0	1	temperate
V-PB1_NODE_1127_length_20077_cov_18.980200	20077	No	NA	34	9	2	Low-quality	Genome-fragment	30.66	0	1	virulent
V-PC1_NODE_6342_length_10466_cov_3.538454	10466	No	NA	12	1	0	Low-quality	Genome-fragment	19.97	0	1	temperate
V-CC2_NODE_1266_length_20273_cov_52.812141	20273	No	NA	26	3	1	Low-quality	Genome-fragment	46.94	0	1	virulent
V-CC4_NODE_93_length_62057_cov_10.515957	62057	No	NA	104	4	2	Medium-quality	Genome-fragment	61.07	0	1	virulent
V-PC1_NODE_1613_length_29854_cov_16.183397	29854	No	NA	44	11	2	Medium-quality	Genome-fragment	87.06	0	1	virulent
V-PC3_NODE_2972_length_12811_cov_5.849380	12811	No	NA	33	5	1	Low-quality	Genome-fragment	8.6	0	1	temperate
V-PC4_NODE_4212_length_10559_cov_8.752719	10559	No	NA	21	2	0	Low-quality	Genome-fragment	17.36	0	1	temperate
V-PC1_NODE_2040_length_24835_cov_8.067857	24835	No	NA	52	16	0	Medium-quality	Genome-fragment	63.21	0	1	virulent
V-CC2_NODE_176_length_53053_cov_7.735899	53053	No	NA	119	10	1	Medium-quality	Genome-fragment	58	0	1	temperate
V-PC4_NODE_2338_length_18321_cov_18.832054	18321	No	NA	23	8	1	Low-quality	Genome-fragment	42.05	0	1	virulent
V-PA3_NODE_384_length_46707_cov_9.563221	46707	No	NA	71	5	3	Medium-quality	Genome-fragment	74.7	0	1	temperate
V-CA2_NODE_314_length_45496_cov_5.497853	45496	No	NA	61	3	0	High-quality	High-quality	100	0	1	virulent
V-PC3_NODE_1829_length_19551_cov_13.139160	19551	No	NA	32	13	0	Medium-quality	Genome-fragment	52.18	0	1	virulent
V-CC2_NODE_1994_length_14511_cov_3.657822	14511	No	NA	21	7	0	Low-quality	Genome-fragment	17.83	0	1	temperate
V-CB4_NODE_719_length_43521_cov_6.298937	43521	No	NA	63	5	0	Low-quality	Genome-fragment	38.96	0	1	virulent
V-PC1_NODE_558_length_51282_cov_9.599395	51282	No	NA	77	18	0	Medium-quality	Genome-fragment	76.89	0	1	virulent
V-CA3_NODE_299_length_47301_cov_64.514378	47301	No	NA	53	20	0	Complete	High-quality	100	0	1	virulent
V-CB1_NODE_924_length_21961_cov_4.086730	21961	No	NA	37	3	0	Medium-quality	Genome-fragment	53.36	0	1	temperate
V-PB1_NODE_1397_length_17032_cov_4.881982	17032	No	NA	17	1	0	Low-quality	Genome-fragment	14.19	0	1	virulent
V-PB3_NODE_2115_length_12811_cov_6.640411	12811	No	NA	26	1	0	Low-quality	Genome-fragment	17.05	0	1	virulent
V-PB4_NODE_1164_length_16987_cov_37.934004	16987	No	NA	26	5	0	Low-quality	Genome-fragment	16.67	0	1	virulent
V-PA2_NODE_200_length_54709_cov_13.459181	54709	No	NA	72	7	2	Medium-quality	Genome-fragment	70.15	0	1	temperate
V-PC1_NODE_4528_length_13548_cov_7.337985	13548	No	NA	15	3	0	Low-quality	Genome-fragment	32.34	0	1	temperate
V-CC1_NODE_2705_length_11754_cov_5.808341	11754	No	NA	15	5	0	Low-quality	Genome-fragment	25.75	0	1	-
V-CA1_NODE_1355_length_18617_cov_60.891424	18617	No	NA	24	6	0	Low-quality	Genome-fragment	41.42	0	1	temperate
V-PA4_NODE_712_length_27001_cov_5.323355	27001	No	NA	61	3	1	Low-quality	Genome-fragment	14.7	0	1	virulent
V-CB3_NODE_1475_length_11949_cov_5.657935	11949	No	NA	22	3	0	Low-quality	Genome-fragment	12.07	0	1	virulent
V-CB4_NODE_1051_length_36508_cov_7.857621	36508	No	NA	55	17	0	Medium-quality	Genome-fragment	68.24	0	1	virulent
V-CC2_NODE_2872_length_11349_cov_4.549947	11349	No	NA	23	1	1	Low-quality	Genome-fragment	17.32	0	1	temperate
V-CC2_NODE_771_length_31509_cov_15.243764	31509	No	NA	42	3	0	Medium-quality	Genome-fragment	79.77	0	1	virulent
V-PB1_NODE_850_length_24574_cov_6.528065	24574	No	NA	48	2	2	Low-quality	Genome-fragment	18.14	0	1	temperate
V-CA2_NODE_1824_length_14431_cov_4.082346	14431	No	NA	24	8	0	Low-quality	Genome-fragment	33.22	0	1	virulent
V-CB2_NODE_1808_length_12784_cov_5.684977	12784	No	NA	23	7	1	Low-quality	Genome-fragment	26.07	0	1	temperate
V-PB1_NODE_2663_length_10955_cov_3.780107	10955	No	NA	14	6	0	Low-quality	Genome-fragment	24.75	0	1	temperate
V-CA4_NODE_2605_length_13178_cov_7.648424	13178	No	NA	30	4	0	Low-quality	Genome-fragment	15.41	0	1	temperate
V-CC3_NODE_2862_length_10898_cov_5.982811	10898	No	NA	20	4	0	Low-quality	Genome-fragment	13.75	0	1	temperate
V-PC4_NODE_1375_length_31236_cov_11.657338	31236	No	NA	57	1	0	Low-quality	Genome-fragment	9.37	0	1	-
V-CC4_NODE_1003_length_21874_cov_20.889480	21874	No	NA	39	2	1	Low-quality	Genome-fragment	29.42	0	1	virulent
V-PC2_NODE_2766_length_11859_cov_22.970633	11859	No	NA	24	1	0	Low-quality	Genome-fragment	28.22	0	1	-
V-CB1_NODE_1423_length_16357_cov_5.937654	16357	No	NA	20	4	0	Low-quality	Genome-fragment	18.52	0	1	temperate
V-CC4_NODE_462_length_38469_cov_35.720202	38469	No	NA	84	10	0	Low-quality	Genome-fragment	29.67	0	1	virulent
V-CA4_NODE_2887_length_12216_cov_5.092594	12216	No	NA	20	10	0	Low-quality	Genome-fragment	20.13	0	1	virulent
V-PB2_NODE_999_length_21013_cov_3.928353	21013	No	NA	26	4	0	Low-quality	Genome-fragment	23.4	0	1	temperate
V-PB1_NODE_1473_length_16364_cov_5.534107	16364	No	NA	17	1	0	Low-quality	Genome-fragment	38.64	0	1	-
V-CB1_NODE_2587_length_11107_cov_4.164461	11107	No	NA	13	4	0	Low-quality	Genome-fragment	24.18	0	1	-
V-CC1_NODE_309_length_42763_cov_55.777609	42763	No	NA	71	3	1	Low-quality	Genome-fragment	47.26	0	1	temperate
V-PB1_NODE_2238_length_12387_cov_30.671487	12387	No	NA	29	4	0	Low-quality	Genome-fragment	15.46	0	1	virulent
V-PC4_NODE_1484_length_28812_cov_36.381904	28812	No	NA	36	5	0	Low-quality	Genome-fragment	39.4	0	1	virulent
V-CA3_NODE_1460_length_17017_cov_4.962338	17017	No	NA	33	4	1	Low-quality	Genome-fragment	20.74	0	1	temperate
V-CC4_NODE_1464_length_16239_cov_4.879408	16239	No	NA	29	8	1	Low-quality	Genome-fragment	25.79	0	1	virulent
V-PC1_NODE_6125_length_10770_cov_4.935565	10770	No	NA	7	3	0	Low-quality	Genome-fragment	17.75	0	1	-
V-CC3_NODE_2802_length_11100_cov_4.556382	11100	No	NA	15	6	0	Low-quality	Genome-fragment	26.94	0	1	temperate
V-CC3_NODE_263_length_45178_cov_132.323696	45178	No	NA	80	8	1	Low-quality	Genome-fragment	45.26	0	1	virulent
V-CA4_NODE_908_length_31100_cov_8.153048	31100	No	NA	41	1	0	Medium-quality	Genome-fragment	75.59	0	1	virulent
V-CB2_NODE_397_length_41983_cov_12.110891	41983	No	NA	70	5	8	Low-quality	Genome-fragment	37.01	0	1	virulent
V-CB4_NODE_3260_length_12388_cov_13.630249	12388	No	NA	28	4	1	Complete	High-quality	100	0	1	temperate
V-CA3_NODE_2661_length_10367_cov_5.296696	10367	No	NA	17	4	0	Low-quality	Genome-fragment	21.86	0	1	temperate
V-PC1_NODE_5700_length_11333_cov_7.997157	11333	No	NA	15	8	0	Low-quality	Genome-fragment	14.66	0	1	virulent
V-PB1_NODE_833_length_25009_cov_5.494144	25009	No	NA	28	2	0	Low-quality	Genome-fragment	40.63	0	1	temperate
V-PC2_NODE_1910_length_15396_cov_5.581043	15396	No	NA	36	1	1	Low-quality	Genome-fragment	9.83	0	1	-
V-PA1_NODE_2818_length_10545_cov_3.918705	10545	No	NA	8	5	0	Low-quality	Genome-fragment	13.61	0	1	-
V-CC1_NODE_1540_length_17046_cov_7.711120	17046	No	NA	21	3	0	Low-quality	Genome-fragment	37.32	0	1	-
V-CA2_NODE_39_length_75414_cov_8.513068	75414	No	NA	146	12	0	High-quality	High-quality	100	0	1	virulent
V-PC2_NODE_3408_length_10158_cov_6.993651	10158	No	NA	16	2	1	Low-quality	Genome-fragment	6.97	0	1	-
V-PC4_NODE_3113_length_14011_cov_6.871681	14011	No	NA	22	8	0	Low-quality	Genome-fragment	20.87	0	1	virulent
V-CB2_NODE_721_length_28918_cov_18.921535	28918	No	NA	30	8	1	Medium-quality	Genome-fragment	68.91	0	1	virulent
V-CC2_NODE_1188_length_21344_cov_150.075281	21344	No	NA	30	5	1	Low-quality	Genome-fragment	30.18	0	1	temperate
V-PC2_NODE_2592_length_12409_cov_7.506812	12409	No	NA	18	2	1	Low-quality	Genome-fragment	13.43	0	1	temperate
V-PC1_NODE_1248_length_35665_cov_8.723221	35665	No	NA	45	11	0	Medium-quality	Genome-fragment	57.87	0	1	virulent
V-PC4_NODE_553_length_47548_cov_23.674243	47548	No	NA	81	10	0	Complete	High-quality	100	0	1	virulent
V-PB3_NODE_1440_length_18406_cov_68.234274	18406	No	NA	20	5	0	Low-quality	Genome-fragment	42.51	0	1	temperate
V-PA2_NODE_1401_length_19271_cov_18.039856	19271	No	NA	31	5	0	Low-quality	Genome-fragment	47.36	0	1.75	-
V-PC4_NODE_540_length_47827_cov_66.091079	47827	No	NA	72	9	1	Medium-quality	Genome-fragment	68.46	0	1	temperate
V-PC3_NODE_1460_length_24343_cov_50.829885	24343	No	NA	36	10	1	Low-quality	Genome-fragment	46.24	0	1	virulent
V-CB4_NODE_1481_length_26647_cov_11.573429	26647	No	NA	34	7	1	Low-quality	Genome-fragment	34.93	0	1	virulent
V-CB4_NODE_2902_length_13708_cov_6.272541	13708	No	NA	16	3	0	Low-quality	Genome-fragment	24.29	0	1	virulent
V-CC1_NODE_1154_length_20684_cov_4.002087	20684	No	NA	26	4	0	Low-quality	Genome-fragment	40.66	0	1	virulent
V-CA2_NODE_1988_length_13548_cov_4.587484	13548	No	NA	29	3	0	Low-quality	Genome-fragment	9.3	0	1	virulent
V-CC2_NODE_1990_length_14543_cov_4.918775	14543	No	NA	9	1	0	Low-quality	Genome-fragment	37.06	0	1	-
V-CA4_NODE_1359_length_22076_cov_5.508023	22076	No	NA	47	4	0	Low-quality	Genome-fragment	9.25	0	1	virulent
V-PC4_NODE_1190_length_35400_cov_12.469241	35400	No	NA	60	3	1	Medium-quality	Genome-fragment	68.53	0	1	virulent
V-PC2_NODE_281_length_44228_cov_12.767049	44228	No	NA	63	7	0	High-quality	High-quality	92.46	0	1	temperate
V-PB4_NODE_158_length_57336_cov_41.455387	57336	No	NA	98	16	3	High-quality	High-quality	100	0	1	temperate
V-CA1_NODE_626_length_33940_cov_5.351239	33940	No	NA	38	4	2	Low-quality	Genome-fragment	41.25	0	1	virulent
V-CB2_NODE_261_length_46635_cov_23.259332	46635	No	NA	84	17	2	High-quality	High-quality	100	0	1	virulent
V-PC3_NODE_1103_length_31058_cov_18.147994	31058	No	NA	38	3	0	Medium-quality	Genome-fragment	57	0	1	virulent
V-CB1_NODE_109_length_52764_cov_6.798888	52764	No	NA	54	6	4	High-quality	High-quality	100	0	1	virulent
V-PC4_NODE_3038_length_14352_cov_7.033345	14352	No	NA	28	3	2	Low-quality	Genome-fragment	25.56	0	1	temperate
V-PB1_NODE_784_length_26461_cov_3.963539	26461	No	NA	34	7	0	Medium-quality	Genome-fragment	57.77	0	1	temperate
V-PB1_NODE_1367_length_17226_cov_6.310455	17226	No	NA	38	3	1	Low-quality	Genome-fragment	11.98	0	1	virulent
V-PA1_NODE_167_length_49784_cov_16.370531	49784	No	NA	76	5	2	Medium-quality	Genome-fragment	80.75	0	1	temperate
V-PA1_NODE_129_length_54317_cov_35.257651	54317	No	NA	76	13	1	High-quality	High-quality	100	0	1	virulent
V-PB2_NODE_1603_length_14152_cov_8.293357	14152	No	NA	26	3	0	Low-quality	Genome-fragment	8.02	0	1	virulent
V-CA4_NODE_701_length_37426_cov_4.408230	37426	No	NA	54	3	0	Low-quality	Genome-fragment	45.71	0	1	virulent
V-PC1_NODE_5872_length_11084_cov_11.154720	11084	No	NA	15	2	0	Low-quality	Genome-fragment	20.54	0	1	temperate
V-CC3_NODE_2976_length_10603_cov_6.131864	10603	No	NA	24	1	1	Low-quality	Genome-fragment	7.3	0	1	virulent
V-PC3_NODE_4004_length_10035_cov_5.180659	10035	No	NA	21	3	0	Low-quality	Genome-fragment	11.19	0	1	temperate
V-PB1_NODE_2107_length_12848_cov_3.803148	12848	No	NA	22	2	0	Low-quality	Genome-fragment	6.79	0	1	virulent
V-CC4_NODE_1270_length_18041_cov_13.030060	18041	No	NA	36	1	0	Low-quality	Genome-fragment	16.02	0	1	temperate
V-PB2_NODE_1573_length_14459_cov_11.189542	14459	No	NA	26	2	0	Low-quality	Genome-fragment	16.61	0	1	virulent
V-CC3_NODE_448_length_39576_cov_182.847946	39576	No	NA	81	7	0	Medium-quality	Genome-fragment	61.9	0	1	virulent
V-PC2_NODE_2145_length_14144_cov_36.238999	14144	No	NA	23	2	1	Low-quality	Genome-fragment	18.65	0	1	temperate
V-CA1_NODE_1305_length_19134_cov_60.827150	19134	No	NA	36	4	0	Low-quality	Genome-fragment	40.62	0	1	temperate
V-PA3_NODE_1228_length_21670_cov_5.366415	21670	No	NA	23	10	0	Medium-quality	Genome-fragment	57.49	0	1	temperate
V-PB4_NODE_1323_length_15252_cov_4.407578	15252	No	NA	31	3	0	Low-quality	Genome-fragment	19.39	0	1	virulent
V-PB2_NODE_307_length_46520_cov_8.412118	46520	No	NA	62	10	3	Medium-quality	Genome-fragment	64.52	0	1	temperate
V-PC4_NODE_4428_length_10130_cov_13.343082	10130	No	NA	16	2	0	Low-quality	Genome-fragment	13.36	0	1	virulent
V-CC3_NODE_17_length_94499_cov_7.139787	94499	No	NA	118	15	2	Medium-quality	Genome-fragment	89.94	0	1	temperate
V-CC2_NODE_669_length_35139_cov_11.345673	35139	No	NA	37	5	4	Low-quality	Genome-fragment	31.74	0	1	virulent
V-CA3_NODE_374_length_44996_cov_12.640598	44996	No	NA	78	12	0	Low-quality	Genome-fragment	40.92	0	1	virulent
V-CB2_NODE_2428_length_10289_cov_2.961320	10289	No	NA	29	4	0	Low-quality	Genome-fragment	11.99	0	1	temperate
V-PB3_NODE_1328_length_20158_cov_5.843934	20158	No	NA	43	1	0	Low-quality	Genome-fragment	47.96	0	1	-
V-PC4_NODE_3586_length_12341_cov_5.572815	12341	No	NA	16	1	0	Low-quality	Genome-fragment	7.38	0	1	temperate
V-PA1_NODE_461_length_38676_cov_6.924584	38676	No	NA	63	14	1	Medium-quality	Genome-fragment	55.98	0	1	virulent
V-CB3_NODE_13_length_95392_cov_34.023763	95392	No	NA	160	11	0	Medium-quality	Genome-fragment	70.42	0	1	virulent
V-CB3_NODE_1340_length_13007_cov_5.944548	13007	No	NA	16	4	1	Low-quality	Genome-fragment	24.23	0	1	temperate
V-PC3_NODE_79_length_103130_cov_28.955819	103130	No	NA	167	15	3	Complete	High-quality	100	0	1	virulent
V-PB4_NODE_2042_length_10610_cov_6.227286	10610	No	NA	20	2	0	Low-quality	Genome-fragment	12.52	0	1	virulent
V-PC3_NODE_1947_length_18320_cov_17.846297	18320	No	NA	11	4	0	Low-quality	Genome-fragment	33.48	0	1	virulent
V-CB4_NODE_1153_length_33722_cov_21.086343	33722	No	NA	49	11	0	Low-quality	Genome-fragment	38.34	0	1	temperate
V-PB1_NODE_669_length_30261_cov_6.516300	30261	No	NA	51	7	0	Low-quality	Genome-fragment	37.59	0	1	temperate
V-CC1_NODE_1443_length_17877_cov_8.115618	17877	No	NA	37	7	0	Low-quality	Genome-fragment	28.32	0	1	virulent
V-PB1_NODE_1538_length_15811_cov_6.736876	15811	No	NA	27	3	1	Low-quality	Genome-fragment	35.52	0	1	virulent
V-CA3_NODE_2012_length_13077_cov_16.804000	13077	No	NA	24	1	1	Low-quality	Genome-fragment	4.97	0	1	virulent
V-CC4_NODE_469_length_37910_cov_18.104486	37910	No	NA	46	13	0	Medium-quality	Genome-fragment	53.07	0	1	temperate
V-PC2_NODE_493_length_38467_cov_9.530998	38467	No	NA	71	8	1	Complete	High-quality	100	0	1	temperate
V-PC4_NODE_2912_length_14858_cov_6.383736	14858	No	NA	26	1	0	Low-quality	Genome-fragment	31.29	0	1	virulent
V-CB2_NODE_2083_length_11585_cov_116.138860	11585	No	NA	16	2	2	Low-quality	Genome-fragment	12.12	0	1	-
V-PA1_NODE_1259_length_18128_cov_29.788599	18128	No	NA	24	5	0	Low-quality	Genome-fragment	45.35	0	1	virulent
V-PA2_NODE_2430_length_12626_cov_21.719101	12626	No	NA	25	3	0	Low-quality	Genome-fragment	20.01	0	1	temperate
V-PA2_NODE_1376_length_19604_cov_11.567880	19604	No	NA	40	2	0	Low-quality	Genome-fragment	17.54	0	1	virulent
V-CB4_NODE_795_length_41926_cov_82.402949	41926	No	NA	56	8	2	Low-quality	Genome-fragment	44.09	0	1	virulent
V-PC2_NODE_1571_length_17484_cov_22.642270	17484	No	NA	22	1	0	Low-quality	Genome-fragment	33.12	0	1	-
V-PA3_NODE_1236_length_21600_cov_5.304930	21600	No	NA	23	10	0	Low-quality	Genome-fragment	34.82	0	1	temperate
V-PA3_NODE_1029_length_26084_cov_5.577883	26084	No	NA	35	13	3	Medium-quality	Genome-fragment	66.77	0	1	virulent
V-PA1_NODE_91_length_61740_cov_18.934580	61740	No	NA	124	19	0	Medium-quality	Genome-fragment	86.49	0	1	virulent
V-CC4_NODE_2793_length_10060_cov_5.609737	10060	No	NA	14	2	0	Low-quality	Genome-fragment	6.66	0	1	virulent
V-PC2_NODE_2611_length_12356_cov_5.903168	12356	No	NA	18	2	1	Low-quality	Genome-fragment	22.79	0	1	temperate
V-PA2_NODE_996_length_26333_cov_5.214618	26333	No	NA	33	16	0	Medium-quality	Genome-fragment	55.08	0	1	virulent
V-PC4_NODE_2346_length_18222_cov_5.920584	18222	No	NA	22	2	1	Low-quality	Genome-fragment	40.46	0	1	temperate
V-PC2_NODE_2383_length_13151_cov_9.710724	13151	No	NA	23	3	0	Low-quality	Genome-fragment	23.78	0	1	temperate
V-PA1_NODE_1459_length_16357_cov_3.486057	16357	No	NA	36	3	1	Low-quality	Genome-fragment	17.31	0	1	temperate
V-CB2_NODE_1154_length_18841_cov_4.108399	18841	No	NA	34	3	0	Low-quality	Genome-fragment	23.96	0	1	virulent
V-PA2_NODE_936_length_27955_cov_8.824593	27955	No	NA	39	8	2	Medium-quality	Genome-fragment	77.07	0	1	virulent
